pathway_id,profile_id,scenario_id,pathway_name,time_step,preparedness,system_stress,adaptive_capacity
AP1,RA1,RS1,Baseline Extension Pathway,1,0.7,0.3356,0.554
AP1,RA1,RS1,Baseline Extension Pathway,2,0.7556,0.252,0.6219
AP1,RA1,RS1,Baseline Extension Pathway,3,0.8181,0.1684,0.6914
AP1,RA1,RS1,Baseline Extension Pathway,4,0.8877,0.0848,0.7626
AP1,RA1,RS1,Baseline Extension Pathway,5,0.9643,0.0012,0.8355
AP1,RA1,RS1,Baseline Extension Pathway,6,1.044,0.0,0.9084
AP1,RA1,RS1,Baseline Extension Pathway,7,1.1265,0.0,0.9813
AP1,RA1,RS1,Baseline Extension Pathway,8,1.2086,0.0,1.0509
AP1,RA1,RS1,Baseline Extension Pathway,9,1.2968,0.0,1.1238
AP1,RA1,RS1,Baseline Extension Pathway,10,1.3874,0.0,1.1967
AP1,RA1,RS1,Baseline Extension Pathway,11,1.4815,0.0,1.2696
AP1,RA1,RS1,Baseline Extension Pathway,12,1.5785,0.0,1.3425
AP1,RA1,RS1,Baseline Extension Pathway,13,1.6,0.0,1.4154
AP1,RA1,RS1,Baseline Extension Pathway,14,1.6,0.0,1.4883
AP1,RA1,RS1,Baseline Extension Pathway,15,1.6,0.0,1.5612
AP1,RA1,RS1,Baseline Extension Pathway,16,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,17,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,18,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,19,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,20,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,21,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,22,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,23,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,24,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,25,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,26,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,27,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,28,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,29,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,30,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,31,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,32,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,33,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,34,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,35,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,36,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,37,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,38,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,39,1.6,0.0,1.6
AP1,RA1,RS1,Baseline Extension Pathway,40,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,1,0.5,0.6336,0.5422
AP2,RA2,RS2,Technology Disruption Pathway,2,0.5299,0.5556,0.6058
AP2,RA2,RS2,Technology Disruption Pathway,3,0.5662,0.4776,0.6709
AP2,RA2,RS2,Technology Disruption Pathway,4,0.6091,0.3996,0.7376
AP2,RA2,RS2,Technology Disruption Pathway,5,0.6587,0.3216,0.8059
AP2,RA2,RS2,Technology Disruption Pathway,6,0.7149,0.2436,0.8757
AP2,RA2,RS2,Technology Disruption Pathway,7,0.7779,0.1656,0.9471
AP2,RA2,RS2,Technology Disruption Pathway,8,0.844,0.0942,1.0166
AP2,RA2,RS2,Technology Disruption Pathway,9,0.9202,0.0162,1.091
AP2,RA2,RS2,Technology Disruption Pathway,10,0.998,0.0142,1.1654
AP2,RA2,RS2,Technology Disruption Pathway,11,1.081,0.0,1.2401
AP2,RA2,RS2,Technology Disruption Pathway,12,1.167,0.0,1.3148
AP2,RA2,RS2,Technology Disruption Pathway,13,1.2538,0.0084,1.3894
AP2,RA2,RS2,Technology Disruption Pathway,14,1.3458,0.0,1.4641
AP2,RA2,RS2,Technology Disruption Pathway,15,1.4408,0.0,1.5388
AP2,RA2,RS2,Technology Disruption Pathway,16,1.5349,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,17,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,18,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,19,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,20,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,21,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,22,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,23,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,24,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,25,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,26,1.6,0.0084,1.6
AP2,RA2,RS2,Technology Disruption Pathway,27,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,28,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,29,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,30,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,31,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,32,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,33,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,34,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,35,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,36,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,37,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,38,1.6,0.0,1.6
AP2,RA2,RS2,Technology Disruption Pathway,39,1.6,0.0084,1.6
AP2,RA2,RS2,Technology Disruption Pathway,40,1.6,0.013,1.6
AP3,RA3,RS3,Climate Stress Pathway,1,0.46,0.6748,0.613
AP3,RA3,RS3,Climate Stress Pathway,2,0.4923,0.5846,0.6892
AP3,RA3,RS3,Climate Stress Pathway,3,0.5323,0.4944,0.7672
AP3,RA3,RS3,Climate Stress Pathway,4,0.58,0.4042,0.847
AP3,RA3,RS3,Climate Stress Pathway,5,0.6354,0.314,0.9287
AP3,RA3,RS3,Climate Stress Pathway,6,0.6987,0.2238,1.0121
AP3,RA3,RS3,Climate Stress Pathway,7,0.7699,0.1336,1.0973
AP3,RA3,RS3,Climate Stress Pathway,8,0.8454,0.05,1.1809
AP3,RA3,RS3,Climate Stress Pathway,9,0.9301,0.0,1.2688
AP3,RA3,RS3,Climate Stress Pathway,10,1.0168,0.0,1.3567
AP3,RA3,RS3,Climate Stress Pathway,11,1.1086,0.0,1.4446
AP3,RA3,RS3,Climate Stress Pathway,12,1.2039,0.0,1.5325
AP3,RA3,RS3,Climate Stress Pathway,13,1.2994,0.0106,1.6
AP3,RA3,RS3,Climate Stress Pathway,14,1.3974,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,15,1.4954,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,16,1.5901,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,17,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,18,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,19,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,20,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,21,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,22,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,23,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,24,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,25,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,26,1.6,0.0106,1.6
AP3,RA3,RS3,Climate Stress Pathway,27,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,28,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,29,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,30,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,31,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,32,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,33,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,34,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,35,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,36,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,37,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,38,1.6,0.0,1.6
AP3,RA3,RS3,Climate Stress Pathway,39,1.6,0.0106,1.6
AP3,RA3,RS3,Climate Stress Pathway,40,1.6,0.005,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,1,0.44,0.6836,0.532
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,2,0.4641,0.6078,0.5949
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,3,0.4946,0.532,0.6594
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,4,0.5315,0.4562,0.7254
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,5,0.5749,0.3804,0.7929
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,6,0.6248,0.3046,0.8619
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,7,0.6814,0.2288,0.9324
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,8,0.7408,0.1596,1.001
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,9,0.8103,0.0838,1.0744
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,10,0.8808,0.09,1.1477
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,11,0.9597,0.0142,1.2226
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,12,1.0423,0.0,1.2977
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,13,1.1251,0.0178,1.3724
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,14,1.2137,0.0,1.4475
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,15,1.3053,0.0,1.5226
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,16,1.3965,0.0,1.5944
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,17,1.4912,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,18,1.5859,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,19,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,20,1.6,0.0062,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,21,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,22,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,23,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,24,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,25,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,26,1.6,0.0178,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,27,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,28,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,29,1.6,0.0,1.6
AP4,RA4,RS4,Geopolitical Fragmentation Pathway,30,1.6,0.0062,1.6
